MtgCode,Track,MtgType,State,NoRaces,NoRunners,AdjRun,FavWin,Day,OtherWin,10Win,20Win,40Win,90Win
7-Jan-23 Ascot,Ascot,Metro,WA,9,79,8,3,7,4,2,0,0,0
7-Jan-23 Gawler,Gawler,Metro,SA,9,87,8.5,6,7,2,0,0,1,0
7-Jan-23 Gold Coast,Gold Coast,Metro,QLD,9,109,11,2,7,2,5,0,0,0
6-Jan-23 Canterbury,Canterbury,Metro,NSW,8,60,6,2,6,6,0,0,0,0
6-Jan-23 Hobart,Hobart,Metro,TAS,8,74,7.5,2,6,5,1,0,0,0
4-Jan-23 Warwick Farm,Warwick Farm,Metro,NSW,7,65,6.5,2,4,3,0,2,0,0
4-Jan-23 Eagle Farm,Eagle Farm,Metro,QLD,8,79,8,4,4,3,1,0,0,0
1-Jan-23 Canterbury,Canterbury,Metro,NSW,8,73,7.5,3,1,2,3,0,0,0
1-Jan-23 Flemington,Flemington,Metro,VIC,8,77,7.5,4,1,3,1,0,0,0
1-Jan-23 Ascot,Ascot,Metro,WA,8,73,7.5,3,1,4,1,0,0,0
1-Jan-23 Longford,Longford,Metro,TAS,7,56,5.5,2,1,4,1,0,0,0
31-Dec-22 Morphettville,Morphettville,Metro,SA,9,70,7,5,7,2,0,2,0,0
31-Dec-22 Randwick,Randwick,Metro,NSW,10,107,10.5,1,7,7,2,0,0,0
31-Dec-22 Darwin,Darwin,Metro,NT,8,65,6.5,0,7,4,4,0,0,0
31-Dec-22 Moonee Valley,Moonee Valley,Metro,VIC,9,92,9,4,7,2.5,2.5,0,0,0
30-Dec-22 Hobart,Hobart,Metro,TAS,9,85,8.5,5,6,3,0,0,1,0
29-Dec-22 Belmont,Belmont,Metro,WA,8,75,7.5,3,5,4,1,0,0,0
28-Dec-22 Eagle Farm,Eagle Farm,Metro,QLD,8,67,6.5,4,4,2,2,0,0,0
26-Dec-22 Randwick,Randwick,Metro,NSW,8,94,9.5,2,2,2,3,1,0,0
26-Dec-22 Sandown Hillside,Sandown Hillside,Metro,VIC,8,74,7.5,5,2,3,0,0,0,0
26-Dec-22 Morphettville,Morphettville,Metro,SA,9,68,7,5,2,2,1,1,0,0
24-Dec-22 Randwick,Randwick,Metro,NSW,10,99,10,2,7,5,2,1,0,0
24-Dec-22 Moonee Valley,Moonee Valley,Metro,VIC,9,83,8.5,3,7,4,1,0,1,0
24-Dec-22 Murray Bridge,Murray Bridge,Metro,SA,9,74,7.5,2,7,7,0,0,0,0
24-Dec-22 Doomben,Doomben,Metro,QLD,9,88,9,4,7,5,0,0,0,0
24-Dec-22 Ascot,Ascot,Metro,WA,9,95,9.5,2,7,6,1,0,0,0
23-Dec-22 Devonport Synthetic,Devonport Synthetic,Metro,TAS,8,76,7.5,2,6,5,0,1,0,0
21-Dec-22 Sandown Lakeside,Sandown Lakeside,Metro,VIC,8,79,8,1,4,6,1,0,0,0
21-Dec-22 Warwick Farm,Warwick Farm,Metro,NSW,7,67,6.5,3,4,3,0,1,0,0
21-Dec-22 Eagle Farm,Eagle Farm,Metro,QLD,8,68,7,3,4,2,2,1,0,0
21-Dec-22 Ascot,Ascot,Metro,WA,8,73,7.5,0,4,6,0,2,0,0
18-Dec-22 Hobart,Hobart,Metro,TAS,8,70,7,5,1,2,1,0,0,0
17-Dec-22 Randwick,Randwick,Metro,NSW,10,112,11,3,7,3,3,0,1,0
17-Dec-22 Flemington,Flemington,Metro,VIC,9,98,10,3,7,4,2,0,0,0
17-Dec-22 Ascot,Ascot,Metro,WA,9,103,10.5,4,7,4,1,0,0,0
17-Dec-22 Gawler,Gawler,Metro,SA,9,76,7.5,4,7,4,0,1,0,0
17-Dec-22 Eagle Farm,Eagle Farm,Metro,QLD,9,73,7.5,3,7,4,2,0,0,0
16-Dec-22 Moonee Valley,Moonee Valley,Metro,VIC,8,76,7.5,2,6,5,1,0,0,0
16-Dec-22 Canterbury,Canterbury,Metro,NSW,8,67,6.5,2,6,4,2,0,0,0
14-Dec-22 Launceston,Launceston,Metro,TAS,9,92,9,5,4,3,1,0,0,0
14-Dec-22 Sandown Lakeside,Sandown Lakeside,Metro,VIC,8,76,7.5,3,4,5,0,0,0,0
14-Dec-22 Belmont,Belmont,Metro,WA,7,62,6,3,4,4,0,0,0,0
14-Dec-22 Doomben,Doomben,Metro,QLD,6,52,5,2,4,3,0,1,0,0
10-Dec-22 Randwick,Randwick,Metro,NSW,10,125,12.5,3,7,2,4,1,0,0
10-Dec-22 Sandown Hillside,Sandown Hillside,Metro,VIC,9,95,9.5,3,7,6,0,0,0,0
10-Dec-22 Ascot,Ascot,Metro,WA,10,104,10.5,4,7,3,3,0,0,0
10-Dec-22 Morphettville,Morphettville,Metro,SA,9,87,8.5,3,7,4,2,0,0,0
10-Dec-22 Eagle Farm,Eagle Farm,Metro,QLD,9,99,10,3,7,4,1,0,1,0
9-Dec-22 Moonee Valley,Moonee Valley,Metro,VIC,8,68,7,2,6,2,3,1,0,0
9-Dec-22 Canterbury,Canterbury,Metro,NSW,8,71,7,1,6,6,1,0,0,0
9-Dec-22 Devonport Synthetic,Devonport Synthetic,Metro,TAS,8,70,7,3,6,3,2,0,0,0
9-Dec-22 Doomben,Doomben,Metro,QLD,8,87,8.5,2,6,4,1,1,0,0
9-Dec-22 Darwin,Darwin,Metro,NT,6,42,4,1,6,3,2,0,0,0
7-Dec-22 Launceston,Launceston,Metro,TAS,8,71,7,3,4,3,1,0,1,0
7-Dec-22 Sandown Hillside,Sandown Hillside,Metro,VIC,8,79,8,6,4,2,0,0,0,0
7-Dec-22 Warwick Farm,Warwick Farm,Metro,NSW,7,60,6,0,4,6,1,0,0,0
7-Dec-22 Ascot,Ascot,Metro,WA,8,84,8.5,3,4,1,2,0,2,0
3-Dec-22 Rosehill,Rosehill,Metro,NSW,10,108,11,4,7,2,3,1,0,0
3-Dec-22 Darwin,Darwin,Metro,NT,6,40,4,2,7,3,1,0,0,0
3-Dec-22 Pakenham,Pakenham,Metro,VIC,9,103,10.5,4,7,4,1,0,0,0
3-Dec-22 Morphettville Parks,Morphettville Parks,Metro,SA,9,72,7,6,7,2,0,1,0,0
3-Dec-22 Ascot,Ascot,Metro,WA,9,100,10,3,7,4,2,0,0,0
3-Dec-22 Doomben,Doomben,Metro,QLD,9,97,9.5,4,7,2,2,1,0,0
2-Dec-22 Moonee Valley,Moonee Valley,Metro,VIC,8,79,8,2,6,4,1,0,1,0
2-Dec-22 Kensington,Kensington,Metro,NSW,7,58,6,1,6,3,2,1,0,0
30-Nov-22 Belmont,Belmont,Metro,WA,8,75,7.5,3,4,4,1,0,0,0
30-Nov-22 Gold Coast,Gold Coast,Metro,QLD,8,68,7,5,4,1,1,1,0,0
27-Nov-22 Hobart,Hobart,Metro,TAS,7,71,7,2,1,2,2,1,0,0
26-Nov-22 Rosehill,Rosehill,Metro,NSW,10,113,11.5,0,7,6,2,1,1,0
26-Nov-22 Caulfield,Caulfield,Metro,VIC,9,95,9.5,3,7,3,3,0,0,0
26-Nov-22 Morphettville,Morphettville,Metro,SA,9,90,9,1,7,7,1,0,0,0
26-Nov-22 Ascot,Ascot,Metro,WA,9,108,11,3,7,3,3,0,0,0
26-Nov-22 Gold Coast,Gold Coast,Metro,QLD,9,90,9,3,7,5,1,0,0,0
25-Nov-22 Canterbury,Canterbury,Metro,NSW,8,69,7,1,6,4,1,1,1,0
23-Nov-22 Launceston,Launceston,Metro,TAS,8,74,7.5,4,4,4,0,0,0,0
23-Nov-22 Warwick Farm,Warwick Farm,Metro,NSW,7,69,7,0,4,5,1,1,0,0
23-Nov-22 Sandown Lakeside,Sandown Lakeside,Metro,VIC,8,81,8,3,4,3,1,0,1,0
19-Nov-22 Kembla Grange,Kembla Grange,Metro,NSW,10,129,13,4,7,4,1,1,0,0
19-Nov-22 Ballarat,Ballarat,Metro,VIC,10,98,10,1,7,6,3,0,0,0
19-Nov-22 Morphettville Parks,Morphettville Parks,Metro,SA,9,89,9,1,7,6,2,0,0,0
19-Nov-22 Darwin,Darwin,Metro,NT,5,29,3,3,7,2,0,0,0,0
19-Nov-22 Ascot,Ascot,Metro,WA,9,116,11.5,6,7,2,1,0,0,0
19-Nov-22 Sunshine Coast,Sunshine Coast,Metro,QLD,9,90,9,2,7,5,1,1,0,0
18-Nov-22 Moonee Valley,Moonee Valley,Metro,VIC,8,73,7.5,3,6,4,0,1,0,0
16-Nov-22 Launceston,Launceston,Metro,TAS,9,75,7.5,7,4,2,0,0,0,0
16-Nov-22 Rosehill,Rosehill,Metro,NSW,7,62,6,2,4,4,1,0,0,0
16-Nov-22 Doomben,Doomben,Metro,QLD,8,92,9,2,4,3,2,1,0,0
16-Nov-22 Sandown Lakeside,Sandown Lakeside,Metro,VIC,8,67,6.5,7,4,1,0,0,0,0
16-Nov-22 Morphettville,Morphettville,Metro,SA,9,97,9.5,2,4,3,3,1,0,0
13-Nov-22 Hobart,Hobart,Metro,TAS,8,71,7,3,1,4,0,1,0,0
12-Nov-22 Newcastle,Newcastle,Metro,NSW,10,116,11.5,3,7,1,5,1,0,0
12-Nov-22 Cranbourne,Cranbourne,Metro,VIC,9,88,9,4,7,2,2,1,0,0
12-Nov-22 Ascot,Ascot,Metro,WA,9,119,12,2,7,5,0,2,0,0
12-Nov-22 Darwin,Darwin,Metro,NT,5,37,3.5,1,7,3,1,0,0,0
12-Nov-22 Doomben,Doomben,Metro,QLD,9,79,8,3,7,5,1,0,0,0
11-Nov-22 Moonee Valley,Moonee Valley,Metro,VIC,8,73,7.5,3,6,3,2,0,0,0
11-Nov-22 Canterbury,Canterbury,Metro,NSW,8,68,7,2,6,5,0,0,1,0
9-Nov-22 Launceston,Launceston,Metro,TAS,8,65,6.5,2.5,4,2.5,2,0,0,1
9-Nov-22 Ascot,Ascot,Metro,WA,8,73,7.5,4,4,3,1,0,0,0
9-Nov-22 Ipswich,Ipswich,Metro,QLD,8,70,7,3,4,4,0,1,0,0
5-Nov-22 Rosehill,Rosehill,Metro,NSW,10,106,10.5,5,7,4,1,0,0,0
5-Nov-22 Flemington,Flemington,Metro,VIC,9,115,11.5,4,7,3,0,2,0,0
5-Nov-22 Ascot,Ascot,Metro,WA,9,90,9,4,7,4,1,0,0,0
5-Nov-22 Morphettville Parks,Morphettville Parks,Metro,SA,9,88,9,3,7,5,1,0,0,0
5-Nov-22 Doomben,Doomben,Metro,QLD,9,75,7.5,3,7,5,1,0,0,0
3-Nov-22 Flemington,Flemington,Metro,VIC,9,123,12.5,6,5,0,1,2,0,0
2-Nov-22 Launceston,Launceston,Metro,TAS,8,60,6,2,4,4,2,0,0,0
1-Nov-22 Randwick,Randwick,Metro,NSW,10,133,13.5,3,3,4,2,1,0,0
1-Nov-22 Darwin,Darwin,Metro,NT,7,55,5.5,2,3,5,0,0,0,0
1-Nov-22 Eagle Farm,Eagle Farm,Metro,QLD,9,82,8,3,3,3,3,0,0,0
1-Nov-22 Flemington,Flemington,Metro,VIC,10,138,14,1,3,2,2,5,0,0
1-Nov-22 Ascot,Ascot,Metro,WA,9,93,9.5,4,3,3,2,0,0,0
1-Nov-22 Hobart,Hobart,Metro,TAS,7,50,5,4,3,3,0,0,0,0
29-Oct-22 Ascot,Ascot,Metro,WA,9,96,9.5,3,7,5,1,0,0,0
29-Oct-22 Eagle Farm,Eagle Farm,Metro,QLD,10,89,9,6,7,4,0,0,0,0
29-Oct-22 Flemington,Flemington,Metro,VIC,9,122,12,3,7,2,2,2,0,0
29-Oct-22 Morphettville,Morphettville,Metro,SA,10,90,9,1,7,8,1,0,0,0
29-Oct-22 Rosehill,Rosehill,Metro,NSW,10,128,13,1,7,7,1,1,0,0
28-Oct-22 Moonee Valley,Moonee Valley,Metro,VIC,9,73,7.5,3,6,5,1,0,0,0
26-Oct-22 Ascot,Ascot,Metro,WA,8,78,8,3,4,5,0,0,0,0
26-Oct-22 Eagle Farm,Eagle Farm,Metro,QLD,8,82,8,6,4,2,0,0,0,0
26-Oct-22 Kensington,Kensington,Metro,NSW,6,51,5,4,4,2,0,0,0,0
26-Oct-22 Launceston,Launceston,Metro,TAS,8,67,6.5,0,4,4,4,0,0,0
22-Oct-22 Ascot,Ascot,Metro,WA,9,94,9.5,3,7,3,2,1,0,0
22-Oct-22 Darwin,Darwin,Metro,NT,5,29,3,1,7,4,0,0,0,0
22-Oct-22 Doomben,Doomben,Metro,QLD,10,83,8.5,5,7,3,1,1,0,0
22-Oct-22 Morphettville,Morphettville,Metro,SA,10,103,10.5,8,7,1,0,1,0,0
22-Oct-22 Randwick,Randwick,Metro,NSW,10,108,11,5,7,3,0,2,0,0
22-Oct-22 Moonee Valley,Moonee Valley,Metro,VIC,11,100,10,4,7,6,1,0,0,0
21-Oct-22 Launceston,Launceston,Metro,TAS,10,85,8.5,4,6,3,2,0,1,0
21-Oct-22 Moonee Valley,Moonee Valley,Metro,VIC,5,42,4,0,6,4,1,0,0,0
19-Oct-22 Ascot,Ascot,Metro,WA,9,98,10,2,4,5,1,1,0,0
19-Oct-22 Ipswich,Ipswich,Metro,QLD,8,70,7,2,4,3,2,1,0,0
19-Oct-22 Warwick Farm,Warwick Farm,Metro,NSW,8,77,7.5,4,4,3,1,0,0,0
15-Oct-22 Ascot,Ascot,Metro,WA,9,106,10.5,3,7,5,1,0,0,0
15-Oct-22 Caulfield,Caulfield,Metro,VIC,10,106,10.5,2,7,7,1,0,0,0
15-Oct-22 Darwin,Darwin,Metro,NT,6,47,4.5,2,7,3,1,0,0,0
15-Oct-22 Eagle Farm,Eagle Farm,Metro,QLD,10,100,10,3,7,6,1,0,0,0
15-Oct-22 Hobart,Hobart,Metro,TAS,7,54,5.5,1,7,6,0,0,0,0
15-Oct-22 Morphettville Parks,Morphettville Parks,Metro,SA,9,75,7.5,5,7,3,1,0,0,0
15-Oct-22 Randwick,Randwick,Metro,NSW,10,137,13.5,3,7,3,1,2,1,0
12-Oct-22 Ascot,Ascot,Metro,WA,10,119,12,3,4,5,1,1,0,0
12-Oct-22 Caulfield,Caulfield,Metro,VIC,9,92,9,3,4,3,2,0,1,0
12-Oct-22 Ipswich,Ipswich,Metro,QLD,9,82,8,4,4,2,2,1,0,0
12-Oct-22 Launceston,Launceston,Metro,TAS,8,79,8,0,4,4,3,0,1,0
12-Oct-22 Warwick Farm,Warwick Farm,Metro,NSW,9,77,7.5,4,4,3,1,1,0,0
8-Oct-22 Ascot,Ascot,Metro,WA,10,108,11,0,7,8,2,0,0,0
8-Oct-22 Caulfield,Caulfield,Metro,VIC,10,119,12,6,7,3,1,0,0,0
8-Oct-22 Eagle Farm,Eagle Farm,Metro,QLD,10,97,9.5,4,7,4,2,0,0,0
8-Oct-22 Morphettville,Morphettville,Metro,SA,10,118,12,2,7,5,3,0,0,0
8-Oct-22 Randwick,Randwick,Metro,NSW,6,57,5.5,3,7,3,0,0,0,0
5-Oct-22 Canterbury,Canterbury,Metro,NSW,8,48,5,1,4,7,0,0,0,0
5-Oct-22 Ipswich,Ipswich,Metro,QLD,8,81,8,1,4,4,3,0,0,0
5-Oct-22 Launceston,Launceston,Metro,TAS,8,87,8.5,3,4,4,0,1,0,0
3-Oct-22 Warwick Farm,Warwick Farm,Metro,NSW,8,62,6,2,2,4,2,0,0,0
1-Oct-22 Darwin,Darwin,Metro,NT,6,48,5,1,7,4,1,0,0,0
1-Oct-22 Eagle Farm,Eagle Farm,Metro,QLD,9,84,8.5,2,7,5,1,1,0,0
1-Oct-22 Flemington,Flemington,Metro,VIC,9,103,10.5,5,7,2,1,1,0,0
1-Oct-22 Kalgoorlie,Kalgoorlie,Metro,WA,9,95,9.5,1,7,3,4,1,0,0
1-Oct-22 Morphettville Parks,Morphettville Parks,Metro,SA,10,108,11,5,7,2,2,1,0,0
1-Oct-22 Randwick,Randwick,Metro,NSW,10,102,10,2,7,6.5,1.5,0,0,0
30-Sep-22 Moonee Valley,Moonee Valley,Metro,VIC,10,89,9,4,6,3,1,2,0,0
28-Sep-22 Rosehill,Rosehill,Metro,NSW,7,90,9,2,4,3,2,0,0,0
28-Sep-22 Sunshine Coast,Sunshine Coast,Metro,QLD,8,94,9.5,2,4,5,1,0,0,0
25-Sep-22 Devonport Synthetic,Devonport Synthetic,Metro,TAS,9,75,7.5,5,1,3,1,0,0,0
25-Sep-22 Sandown Hillside,Sandown Hillside,Metro,VIC,9,109,11,2,1,6,0,1,0,0
24-Sep-22 Belmont,Belmont,Metro,WA,9,83,8.5,4,7,3.5,1.5,0,0,0
24-Sep-22 Mornington,Mornington,Metro,VIC,8,74,7.5,4,7,3,0,1,0,0
24-Sep-22 Morphettville Parks,Morphettville Parks,Metro,SA,9,84,8.5,1,7,5,2,1,0,0
24-Sep-22 Rosehill,Rosehill,Metro,NSW,10,123,12.5,1,7,6,3,0,0,0
24-Sep-22 Toowoomba,Toowoomba,Metro,QLD,9,105,10.5,3,7,4,2,0,0,0
23-Sep-22 Moonee Valley,Moonee Valley,Metro,VIC,8,81,8,1,6,6,0,1,0,0
21-Sep-22 Belmont,Belmont,Metro,WA,8,75,7.5,3,4,3,1,1,0,0
21-Sep-22 Canterbury,Canterbury,Metro,NSW,7,61,6,2,4,4,1,0,0,0
21-Sep-22 Doomben,Doomben,Metro,QLD,8,73,7.5,4,4,2,2,0,0,0
18-Sep-22 Devonport Synthetic,Devonport Synthetic,Metro,TAS,9,81,8,2,1,7,0,0,0,0
18-Sep-22 Flemington,Flemington,Metro,VIC,8,86,8.5,6,1,2,0,0,0,0
17-Sep-22 Gold Coast,Gold Coast,Metro,QLD,9,76,7.5,3,7,3,1,2,0,0
17-Sep-22 Belmont,Belmont,Metro,WA,9,86,8.5,5,7,2,1,1,0,0
17-Sep-22 Caulfield,Caulfield,Metro,VIC,9,98,10,1,7,4.5,3.5,0,0,0
17-Sep-22 Morphettville,Morphettville,Metro,SA,9,76,7.5,4,7,3,1,1,0,0
17-Sep-22 Randwick,Randwick,Metro,NSW,10,112,11,5,7,3,1,1,0,0
14-Jan-23 Gold Coast,Gold Coast,Metro,QLD,2,28,3,1,7,1,0,0,0,0
14-Jan-23 Ascot,Ascot,Metro,WA,10,102,10,5,7,2,2,1,0,0
14-Jan-23 Darwin,Darwin,Metro,NT,6,52,5,2,7,3,0,1,0,0
14-Jan-23 Flemington,Flemington,Metro,VIC,9,85,8.5,3,7,6,0,0,0,0
14-Jan-23 Murray Bridge,Murray Bridge,Metro,SA,2,17,1.5,0,7,0,2,0,0,0
14-Jan-23 Rosehill,Rosehill,Metro,NSW,10,103,10.5,3,7,6,1,0,0,0
18-Jan-23 Belmont,Belmont,Metro,WA,7,74,7.5,2,4,3,2,0,0,0
18-Jan-23 Ipswich,Ipswich,Metro,QLD,8,73,7.5,2,4,5,0,0,1,0
18-Jan-23 Launceston,Launceston,Metro,TAS,9,73,7.5,2,4,7,0,0,0,0
18-Jan-23 Sandown Hillside,Sandown Hillside,Metro,VIC,8,69,7,5,4,2,1,0,0,0
19-Jan-23 Gold Coast,Gold Coast,Metro,QLD,8,109,11,2,5,3,0,3,0,0
20-Jan-23 Canterbury,Canterbury,Metro,NSW,7,52,5,1,6,6,0,0,0,0
20-Jan-23 Flemington,Flemington,Metro,VIC,7,82,8,4,6,2,1,0,0,0
20-Jan-23 Murray Bridge,Murray Bridge,Metro,SA,10,85,8.5,3,6,6,0,1,0,0
21-Jan-23 Ascot,Ascot,Metro,WA,9,83,8.5,3,7,4,1,1,0,0
21-Jan-23 Doomben,Doomben,Metro,QLD,9,89,9,4,7,2,2,1,0,0
21-Jan-23 Gawler,Gawler,Metro,SA,9,78,8,4,7,3,1,1,0,0
21-Jan-23 Randwick,Randwick,Metro,NSW,10,107,10.5,1,7,4,4,1,0,0
21-Jan-23 Moonee Valley,Moonee Valley,Metro,VIC,9,83,8.5,5,7,3,1,0,0,0
22-Jan-23 Hobart,Hobart,Metro,TAS,9,77,7.5,1,1,5,2,1,0,0
25-Jan-23 Doomben,Doomben,Metro,QLD,9,91,9,3,4,2,2,1,0,1
26-Jan-23 Darwin,Darwin,Metro,NT,6,45,4.5,1,5,5,0,0,0,0
26-Jan-23 Sandown Hillside,Sandown Hillside,Metro,VIC,8,85,8.5,6,5,1,1,0,0,0
26-Jan-23 Warwick Farm,Warwick Farm,Metro,NSW,8,80,8,1,5,4,1,2,0,0
27-Jan-23 Launceston,Launceston,Metro,TAS,9,98,10,4,6,4,0,0,0,1
28-Jan-23 Ascot,Ascot,Metro,WA,9,72,7,4,7,4,0,0,0,1
28-Jan-23 Morphettville,Morphettville,Metro,SA,9,91,9,5,7,0,3,1,0,0
28-Jan-23 Sunshine Coast,Sunshine Coast,Metro,QLD,9,84,8.5,4,7,3,2,0,0,0
28-Jan-23 Rosehill,Rosehill,Metro,NSW,10,92,9,3,7,6,1,0,0,0
28-Jan-23 Moonee Valley,Moonee Valley,Metro,VIC,9,78,8,1,7,6,0,1,1,0
